Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
Recreation,,07/06/2019 07:45:00 PM,Bronx,Pool,Mapes,Line Dancing,Agency Produced Event,Fitness,Cool Pools,12,Adults;#Seniors
Recreation,,07/06/2019 08:30:00 PM,Bronx,Park,Vidalia Park,Hotel Transylvania 3: Summer Vacation,Community Based Event,Mobile Unit,M.U.T.S,0,General Public
Urban Park Rangers,,07/07/2019 10:30:00 AM,Bronx,Pool,Claremont,Marvelous Mammals,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,07/07/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Thinking Outside the Web,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,07/07/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Raccoon Sleuth + Connect 4,Agency Produced Event,Nature,Cool Pools,28,General Public
Urban Park Rangers,,07/07/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,07/07/2019 02:30:00 PM,Queens,Pool,Liberty,Outreaching through connect 4,Agency Produced Event,Nature,Cool Pools,30,General Public
Urban Park Rangers,,07/07/2019 02:30:00 PM,Bronx,Pool,Mapes,Marvelous Mammals,Agency Produced Event,Nature,Cool Pools,49,General Public;#Seniors
Urban Park Rangers,,07/07/2019 02:30:00 PM,Brooklyn,Pool,Commodore barry,,Agency Produced Event,Nature,Cool Pools,7,General Public
Urban Park Rangers,,07/07/2019 02:30:00 PM,Staten Island,Pool,Tottenville,,Agency Produced Event,Nature,,13,Children;#Young Adult
Recreation,,07/07/2019 07:30:00 PM,Manhattan,Pool,Wagner,Bootcamp,Agency Produced Event,Fitness,Cool Pools,0,Adults;#Seniors
Urban Park Rangers,,07/08/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Here are Deer,Agency Produced Event,Nature,Cool Pools,9,General Public
Urban Park Rangers,,07/08/2019 10:30:00 AM,Brooklyn,Pool,Commodore barry,,Agency Produced Event,Nature,Cool Pools,3,General Public
Urban Park Rangers,,07/08/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Connecting with Connect 4,Agency Produced Event,Nature,Cool Pools,25,General Public
Recreation,,07/08/2019 10:30:00 AM,Manhattan,Park,Morningside Park,Play Mobile,Community Based Event,Mobile Unit,Play,150,Tot;#Children;#Teens
Recreation,,07/08/2019 10:30:00 PM,Manhattan,Pool,Dry Dock,Body Conditioning,Agency Produced Event,Fitness,Cool Pools,9,Adults;#Seniors
Recreation,,07/09/2019 12:00:00 AM,Brooklyn,Playground,Stroud Playground,Ralph Breaks the Internet,Community Based Event,Mobile Unit,M.U.T.S,121,General Public
Urban Park Rangers,,07/09/2019 10:50:00 AM,Manhattan,Pool,Dry Dock,Furry Neighbors,Agency Produced Event,Nature,Cool Pools,8,General Public
Recreation,NYC Parks Summer Sports Experience,07/09/2019 11:00:00 AM,Queens,Park,Detective Keith L Williams Park,Summer Sports Experience Sports Clinic: Soccer/ Flag Football,Community Based Event,Sport,Tier 1,70,Children;#Teens
Recreation,,07/09/2019 11:00:00 AM,Bronx,Pool,Mapes,Yoga,Agency Produced Event,Fitness,Cool Pools,0,Adults;#Seniors
Recreation,,07/09/2019 11:15:00 AM,Bronx,Pool,Claremont,Yoga,Agency Produced Event,Fitness,Cool Pools,0,Adults;#Seniors
Recreation,NYC Parks,07/09/2019 12:00:00 PM,Queens,Pool,Fisher Pool,Cool Pools,Community Based Event,Mobile Unit,Play,38,General Public
Recreation,,07/09/2019 01:00:00 PM,Bronx,Pool,Mapes,Cool Pools,Agency Produced Event,Mobile Unit,Play,69,General Public
Recreation,,07/09/2019 01:30:00 PM,Bronx,Pool,Mapes,Line Dancing,Agency Produced Event,Fitness,Cool Pools,15,Adults;#Seniors
Recreation,,07/09/2019 04:45:00 PM,Bronx,Pool,Mapes,Zumba W/GIGI,Agency Produced Event,Fitness,Cool Pools,19,Adults;#Seniors
Recreation,,07/09/2019 07:00:00 PM,Manhattan,Playground,Raoul Wallenberg PLayground,MUTS: Beasts of the Southern Wild,Community Based Event,Mobile Unit,M.U.T.S,205,General Public
Recreation,,07/09/2019 08:30:00 PM,Bronx,Park,Williamsbridge Oval Park,Thor: Ragnarok,Community Based Event,Mobile Unit,M.U.T.S,170,Young Adult;#Adults;#Teens;#Adaptive;#Seniors
Public Programs,,07/09/2019 08:30:00 PM,Staten Island,Park,Father Macris Park,How to Train Your Dragon: Hidden World (2018),Community Based Event,Mobile Unit,M.U.T.S,50,General Public
Recreation,Brooklyn Recreation,07/09/2019 08:45:00 PM,Brooklyn,Park,Sunset Park,"Movie Night ""Dumbo""",Community Based Event,Mobile Unit,M.U.T.S,1000,General Public
Recreation,,07/10/2019 12:00:00 AM,Staten Island,Pool,Tottenville,Yoga,Agency Produced Event,Fitness,Cool Pools,5,Adults;#Seniors
Recreation,,07/10/2019 12:00:00 AM,Manhattan,Pool,Sheltering Arms,Zumba,Agency Produced Event,Fitness,Cool Pools,12,Adults;#Seniors
Recreation,,07/10/2019 12:00:00 AM,Brooklyn,Park,Carroll Park,Pinocchio(1940),Community Based Event,Mobile Unit,M.U.T.S,156,General Public
Recreation,NYC Cool Pools,07/10/2019 10:00:00 AM,Manhattan,Pool,Sheltering Arms,Play Mobile,Community Based Event,Mobile Unit,Cool Pools,60,Tot;#Children;#Teens
Urban Park Rangers,,07/10/2019 10:30:00 AM,Bronx,Pool,Claremont,Meet Your Neighbors/ Connect 4 Challenge,Agency Produced Event,Nature,Cool Pools,21,General Public
Recreation,,07/10/2019 12:00:00 PM,Bronx,Pool,Mapes,Zumba,Agency Produced Event,Fitness,Cool Pools,10,Adults;#Seniors
Recreation,,07/10/2019 01:00:00 PM,Bronx,Pool,Claremont,Cool Pools,Agency Produced Event,Mobile Unit,Play,65,General Public
Media Education,,07/10/2019 02:00:00 PM,Manhattan,Pool,Sheltering Arms,Stop Motion,Agency Produced Event,Arts/Culture,Cool Pools,12,General Public
Media Education,,07/10/2019 02:00:00 PM,Queens,Pool,Liberty,Photography,Agency Produced Event,Arts/Culture,Cool Pools,15,General Public
Media Education,,07/10/2019 02:00:00 PM,Brooklyn,Pool,Douglas and Degraw,Photograpghy,Agency Produced Event,Arts/Culture,Cool Pools,12,General Public
Media Education,,07/10/2019 02:00:00 PM,Manhattan,Pool,Wagner,Photography/Videography,Agency Produced Event,Arts/Culture,Cool Pools,30,General Public
Media Education,,07/10/2019 02:00:00 PM,Bronx,Pool,Claremont,Photography,Agency Produced Event,Arts/Culture,Cool Pools,27,General Public
Media Education,,07/10/2019 02:00:00 PM,Manhattan,Pool,Dry Dock,Photography,Agency Produced Event,Arts/Culture,Cool Pools,9,General Public
Media Education,,07/10/2019 02:00:00 PM,Bronx,Pool,Mapes,Photography,Agency Produced Event,Arts/Culture,Cool Pools,10,General Public
Media Education,,07/10/2019 02:00:00 PM,Queens,Pool,Fisher Pool,"Photography, Video & Surveying",Agency Produced Event,Arts/Culture,Cool Pools,48,General Public
Media Education,,07/10/2019 02:00:00 PM,Brooklyn,Pool,Commodore barry,Photography,Agency Produced Event,Arts/Culture,Cool Pools,15,General Public
Urban Park Rangers,,07/10/2019 02:30:00 PM,Bronx,Pool,Mapes,,Agency Produced Event,Nature,Cool Pools,48,Tot;#Children;#Young Adult;#Adults;#Teens;#General Public
Urban Park Rangers,,07/10/2019 03:15:00 PM,Manhattan,Pool,Wagner,Furry Neighbors,Agency Produced Event,Nature,Cool Pools,20,General Public
Recreation,,07/10/2019 05:00:00 PM,Staten Island,Pool,Tottenville,Yoga,Agency Produced Event,Fitness,Cool Pools,3,Adults;#Seniors
Recreation,,07/10/2019 06:00:00 PM,Bronx,Pool,Claremont,Shape Up Low Impact Fitness,Agency Produced Event,Fitness,Cool Pools,8,Adults
Recreation,Image Nation,07/10/2019 07:00:00 PM,Manhattan,Park,Jackie Robinson Park,MUTS: 42,Community Based Event,Mobile Unit,M.U.T.S,150,General Public
Recreation,,07/10/2019 08:30:00 PM,Bronx,Park,Van Cortlandt Park,First Man,Community Based Event,Mobile Unit,M.U.T.S,40,Young Adult;#Adults;#Teens;#Adaptive;#Seniors
Recreation,Brooklyn Recreation,07/10/2019 08:45:00 PM,Brooklyn,Park,Msgr. McGolrick Park,"Movie Night ""The Boy Who Would Be King""",Community Based Event,Mobile Unit,M.U.T.S,260,General Public
Recreation,FMCP Admin,07/10/2019 08:45:00 PM,Queens,Park,Flushing Meadows Corona Park,Ralph Breaks the Internet,Community Based Event,Mobile Unit,M.U.T.S,250,General Public
Recreation,,07/11/2019 12:00:00 AM,Manhattan,Pool,Wagner,Bootcamp,Agency Produced Event,Fitness,Cool Pools,1,Adults;#Seniors
Recreation,,07/11/2019 07:30:00 AM,Manhattan,Pool,Sheltering Arms,Zumba w/GiGi,Agency Produced Event,Fitness,Cool Pools,29,Adults;#Seniors
Recreation,NYC Cool Pools,07/11/2019 09:00:00 AM,Manhattan,Pool,Wagner,Play Mobile,Community Based Event,Mobile Unit,Cool Pools,300,Tot;#Children;#Teens
Recreation,,07/11/2019 10:00:00 AM,Bronx,Playground,Castle Hill Playground,NYCHA,Community Based Event,Mobile Unit,Play,35,General Public
Urban Park Rangers,,07/11/2019 03:00:00 PM,Manhattan,Pool,Sheltering Arms,"Snakes, Snakes, and Snakes!",Agency Produced Event,Nature,Cool Pools,8,General Public
Recreation,,07/11/2019 06:00:00 PM,Brooklyn,Pool,Commodore barry,Shape Up Cardio Sculpt,Agency Produced Event,Fitness,Cool Pools,0,Adults
Recreation,,07/11/2019 08:30:00 PM,Bronx,Park,Soundview Park,Hotel Transylvania 3: Summer Vactaion,Community Based Event,Mobile Unit,M.U.T.S,0,General Public
Recreation,,07/11/2019 10:00:00 PM,Bronx,Pool,Mapes,Line Dancing,Agency Produced Event,Fitness,Cool Pools,10,Adults;#Seniors
Recreation,,07/12/2019 12:00:00 AM,Brooklyn,Playground,John Hancock Playground,Incredibles 2(2018),Community Based Event,Mobile Unit,M.U.T.S,167,General Public
Recreation,,07/12/2019 12:00:00 AM,Bronx,Park,Van Nest Park,Commissioner's Programming,Agency Produced Event,Mobile Unit,Play,15,General Public
Recreation,,07/12/2019 10:00:00 AM,Queens,Pool,Fisher Pool,Zumba,Agency Produced Event,Fitness,Cool Pools,0,Adults;#Seniors
Recreation,The Kids ABC Zone Inc.,07/12/2019 10:00:00 AM,Manhattan,Playground,Kett Playground,Play Mobile,Community Based Event,Mobile Unit,Play,30,Tot;#Children;#Teens
Urban Park Rangers,,07/12/2019 10:30:00 AM,Staten Island,Pool,Tottenville,Animal Match Game,Agency Produced Event,Nature,Cool Pools,16,Children
Urban Park Rangers,,07/12/2019 10:30:00 AM,Queens,Pool,Liberty,Connect Four,Agency Produced Event,Nature,Cool Pools,26,General Public
Urban Park Rangers,,07/12/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,23,General Public
Recreation,NYPD,07/12/2019 11:00:00 AM,Queens,Other,167-02 Baisley Blvd/Bedell Street,Cops and Kids Day,Community Based Event,Mobile Unit,Play,160,General Public
Recreation,NYC PARKS,07/12/2019 11:30:00 AM,Staten Island,Park,CPL. Thompson Park,Playmobile,Local Event,Mobile Unit,Play,45,Children;#Tot;#Young Adult;#Adults
Recreation,,07/12/2019 07:00:00 PM,Manhattan,Park,Morningside Park,MUTS: Mamma Mia! Here We Go Again,Community Based Event,Mobile Unit,M.U.T.S,450,General Public
Recreation,,07/12/2019 08:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Movie Under the Stars- Devil Wears Prada,Community Based Event,Arts/Culture,M.U.T.S,10,General Public;#Seniors;#Adaptive;#Teens;#Adults;#Young Adult;#Children
Public Programs,,07/12/2019 08:30:00 PM,Staten Island,Park,Willowbrook Park,Venom (2018),Community Based Event,Mobile Unit,M.U.T.S,70,General Public
Recreation,NEQ Administrator,07/12/2019 08:45:00 PM,Queens,Park,Crocheron Park,Captain Marvel,Community Based Event,Mobile Unit,M.U.T.S,200,General Public
Recreation,,07/13/2019 12:00:00 AM,Brooklyn,Park,Maria Hernandez Park,Teen Titans Go! To the Movies(2018),Community Based Event,Mobile Unit,M.U.T.S,302,General Public
Recreation,Brooklyn Play Mobile,07/13/2019 10:00:00 AM,Brooklyn,Playground,409 East 95th Street,The Hope Center Development Community Health Fair,Community Based Event,Mobile Unit,Play,95,Young Adult;#Tot;#Children;#Adults;#Teens
Recreation,Team HUNC Basketball,07/13/2019 11:00:00 AM,Manhattan,Park,St. Nicholas Park,Play Mobile,Community Based Event,Mobile Unit,Play,200,Tot;#Children;#Teens
Recreation,,07/13/2019 11:00:00 AM,Bronx,Park,Pelham Bay Park,Family Fun Day,Agency Produced Event,Mobile Unit,Play,30,General Public
Urban Park Rangers,Friend of Pelham Bay Park,07/13/2019 12:00:00 PM,Bronx,Playground,Playground for all Children,Family Fun Day,Agency Produced Event,Family Festival,,106,Children;#Adults;#Tot;#General Public
Recreation,,07/13/2019 07:00:00 PM,Manhattan,Playground,Frederick Douglass Playground,MUTS: Spider-Man: Into the Spider-Verse,Community Based Event,Mobile Unit,M.U.T.S,244,General Public;#Teens
Recreation,Councilman TREYGER,07/13/2019 08:30:00 PM,Brooklyn,Park,Scarangella Park,Spiderman: Into the Spider Verse (2018),Community Based Event,Mobile Unit,M.U.T.S,135,General Public
Recreation,,07/13/2019 08:45:00 PM,Queens,Playground,Gorman Playground,Bumblebee,Community Based Event,Mobile Unit,M.U.T.S,60,General Public
Recreation,Councilman Deutsch,07/14/2019 12:00:00 AM,Brooklyn,Playground,Bill Brown Playground,Mary Poppins Returns(2018),Community Based Event,Mobile Unit,M.U.T.S,284,General Public
Recreation,NYC Parks,07/14/2019 12:00:00 PM,Queens,Park,Bayswater Park,City of Water Day,Community Based Event,Mobile Unit,Play,32,General Public
Recreation,Rockaway Administator,07/14/2019 08:45:00 PM,Queens,Other,Beach 94 Plaza,Mary Poppins Returns,Community Based Event,Mobile Unit,M.U.T.S,200,General Public
Recreation,,07/15/2019 12:00:00 AM,Brooklyn,Park,Commodore Barry Park,Incredibles 2(2018),Community Based Event,Mobile Unit,M.U.T.S,205,General Public
Urban Park Rangers,,07/15/2019 10:30:00 AM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,37,General Public
Urban Park Rangers,,07/15/2019 10:30:00 AM,Staten Island,Pool,Tottenville,Jawsome Sharks!,Agency Produced Event,Nature,Cool Pools,15,General Public
Urban Park Rangers,,07/15/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Cool Pools fun with your choice of activities,Agency Produced Event,Nature,Cool Pools,41,General Public
Recreation,,07/15/2019 11:00:00 AM,Bronx,Pool,Mapes,Yoga,Agency Produced Event,Fitness,Cool Pools,2,Adults;#Seniors
Recreation,,07/16/2019 12:00:00 AM,Brooklyn,Park,Linden Park,Little(2019),Community Based Event,Mobile Unit,M.U.T.S,197,General Public
Recreation,,07/16/2019 12:00:00 AM,Brooklyn,Park,Brower Park,Spider-Man: Into the Spider-Verse (2018),Community Based Event,Mobile Unit,M.U.T.S,102,General Public
Urban Park Rangers,,07/16/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Owls and Pellets,Agency Produced Event,Nature,Cool Pools,15,General Public
Recreation,Harlem Mother S.A.V.E.,07/16/2019 10:30:00 AM,Manhattan,Park,St. Nicholas Park,Play Mobile,Community Based Event,Mobile Unit,Play,80,Tot;#Children;#Teens
Recreation,NYC Parks,07/16/2019 11:00:00 AM,Queens,Pool,Liberty,Cool Pools,Community Based Event,Mobile Unit,Play,29,General Public
Recreation,NYC Parks Summer Sports experience,07/16/2019 11:00:00 AM,Queens,Playground,Mafera Playground,Summer Sports Experience Clinic: Basketball,Community Based Event,Sport,Tier 1,40,Children;#Teens
Recreation,,07/16/2019 12:30:00 PM,Bronx,Pool,Claremont,Poolside Yoga,Agency Produced Event,Fitness,Cool Pools,2,Adults;#Seniors
Recreation,,07/16/2019 01:00:00 PM,Bronx,Pool,Mapes,Cool Pools,Agency Produced Event,Mobile Unit,Play,70,General Public
Recreation,,07/16/2019 07:00:00 PM,Manhattan,Playground,Marx Brothers Playground,MUTS: Emoji Movie,Community Based Event,Mobile Unit,M.U.T.S,85,Children;#General Public
Urban Park Rangers,,07/17/2019 10:30:00 AM,Bronx,Pool,Mapes,Raccoon Detective,Agency Produced Event,Nature,Cool Pools,33,General Public
Recreation,NYC Parks,07/17/2019 11:15:00 AM,Queens,Park,Frank Principe Park,POP Up Site,Community Based Event,Mobile Unit,Play,34,General Public
Recreation,,07/17/2019 01:00:00 PM,Bronx,Pool,Claremont,Cool Pools,Agency Produced Event,Mobile Unit,Play,66,General Public
Media Education,,07/17/2019 02:00:00 PM,Brooklyn,Pool,Douglas and Degraw,Introduction to Photography,Agency Produced Event,Arts/Culture,Cool Pools,8,General Public
Media Education,,07/17/2019 02:00:00 PM,Queens,Pool,Liberty,Photography,Agency Produced Event,Arts/Culture,Cool Pools,13,General Public
Media Education,,07/17/2019 02:00:00 PM,Bronx,Pool,Claremont,Photography,Agency Produced Event,Arts/Culture,Cool Pools,24,General Public
Media Education,,07/17/2019 02:00:00 PM,Manhattan,Pool,Dry Dock,Photography,Agency Produced Event,Arts/Culture,Cool Pools,9,General Public
Media Education,,07/17/2019 02:00:00 PM,Manhattan,Pool,Sheltering Arms,Photography,Agency Produced Event,Arts/Culture,Cool Pools,4,General Public
Media Education,,07/17/2019 02:00:00 PM,Manhattan,Pool,Wagner,Photography,Agency Produced Event,Arts/Culture,Cool Pools,10,General Public
Media Education,,07/17/2019 02:00:00 PM,Bronx,Pool,Mapes,Photography,Agency Produced Event,Arts/Culture,Cool Pools,20,General Public
Media Education,,07/17/2019 02:00:00 PM,Queens,Pool,Fisher Pool,"Photography, Video & Interviewing",Agency Produced Event,Arts/Culture,Cool Pools,36,General Public
Media Education,,07/17/2019 02:00:00 PM,Brooklyn,Pool,Commodore barry,Photograpghy,Agency Produced Event,Arts/Culture,Cool Pools,12,General Public
Recreation,Harlem Mother S.A.V.E.,07/17/2019 02:00:00 PM,Manhattan,Park,St. Nicholas Park,Play Mobile,Community Based Event,Mobile Unit,Play,50,Tot;#Children;#Teens
Urban Park Rangers,,07/17/2019 02:30:00 PM,Bronx,Pool,Claremont,Raccoon Detective,Agency Produced Event,Nature,Cool Pools,19,General Public
Urban Park Rangers,,07/17/2019 03:10:00 PM,Manhattan,Pool,Wagner,Jeopardy,Agency Produced Event,Nature,Cool Pools,23,General Public
Recreation,,07/17/2019 06:00:00 PM,Bronx,Pool,Claremont,Shape Up Low Impact Fitness,Agency Produced Event,Fitness,Cool Pools,0,Adults
Recreation,,07/18/2019 12:00:00 AM,Brooklyn,Playground,Dr. Green Playground,Wonder Park (2019),Community Based Event,Mobile Unit,M.U.T.S,25,General Public
Recreation,NYC Cool Pools,07/18/2019 09:00:00 AM,Manhattan,Pool,Dry Dock,Play Mobile,Community Based Event,Mobile Unit,Cool Pools,30,Tot;#Children;#Teens
Recreation,,07/18/2019 12:30:00 PM,Manhattan,Pool,Dry Dock,Body Conditioning,Agency Produced Event,Fitness,Cool Pools,2,Adults;#Seniors
Urban Park Rangers,,07/18/2019 03:15:00 PM,Manhattan,Pool,Sheltering Arms,Fantastic Feathered Flying Birds,Agency Produced Event,Nature,Cool Pools,7,General Public
Recreation,,07/18/2019 06:00:00 PM,Brooklyn,Pool,Commodore barry,Shape Up Cardio Sculpt,Agency Produced Event,Fitness,Cool Pools,0,Adults
Recreation,CM Holden,07/18/2019 08:45:00 PM,Queens,Park,Juniper Valley Park,The Kid Who Would Be King,Community Based Event,Mobile Unit,M.U.T.S,50,General Public
Recreation,,07/19/2019 12:00:00 AM,Brooklyn,Other,Red Hook Recreation Area,Spider-Man: Into the Spider-Verse(2018),Community Based Event,Mobile Unit,M.U.T.S,123,General Public
Recreation,,07/19/2019 08:00:00 AM,Bronx,Pool,Mapes,Zumba w/GiGi,Agency Produced Event,Fitness,Cool Pools,3,Adults;#Seniors
Recreation,,07/19/2019 08:00:00 AM,Manhattan,Pool,Sheltering Arms,Zumba w/GiGi,Agency Produced Event,Fitness,Cool Pools,6,Seniors;#Adults
Urban Park Rangers,,07/19/2019 10:30:00 AM,Queens,Pool,Liberty,Connecting with Connect 4 and Native Birds,Agency Produced Event,Nature,Cool Pools,12,General Public
Urban Park Rangers,,07/19/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Nature Bingo,Agency Produced Event,Nature,Cool Pools,5,General Public
Urban Park Rangers,,07/19/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,,Agency Produced Event,Nature,Cool Pools,27,General Public
Recreation,,07/19/2019 10:30:00 AM,Manhattan,Park,Morningside Park,Play Mobile,Community Based Event,Mobile Unit,Play,60,Tot;#Children;#Teens
Recreation,NYC Parks,07/19/2019 11:00:00 AM,Queens,Playground,Junction Playground,POP Up Site,Community Based Event,Mobile Unit,Play,91,General Public
Recreation,,07/19/2019 04:30:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Summer Dance Night,Agency Produced Event,Fitness,Dance,5,Adults;#Children;#Seniors
Recreation,,07/19/2019 07:00:00 PM,Manhattan,Playground,Baruch Playground,MUTS: Captain Marvel,Community Based Event,Mobile Unit,M.U.T.S,187,General Public
Recreation,,07/19/2019 07:00:00 PM,Manhattan,Park,J. Hood Wright Park,MUTS: Black Panther,Community Based Event,Mobile Unit,M.U.T.S,155,General Public
Recreation,,07/19/2019 07:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Movies Under the Stars- Ghostbusters,Community Based Event,Mobile Unit,M.U.T.S,15,General Public
Recreation,Hip Hop Film Festival,07/19/2019 07:30:00 PM,Brooklyn,Park,Prospect Park,Festival Friday: Hip Hop Film Festival - Boyz n the Hood (1991),Community Based Event,Mobile Unit,M.U.T.S,1055,General Public
Recreation,,07/19/2019 08:30:00 PM,Bronx,Playground,Bailey Playground,How to Train Your Dragon: The Hidden World,Community Based Event,Mobile Unit,M.U.T.S,55,General Public
Recreation,,07/19/2019 08:30:00 PM,Bronx,Playground,Behagen Playground,Captain Marvel,Community Based Event,Mobile Unit,M.U.T.S,150,Young Adult;#Adults;#Teens;#Adaptive;#Seniors
Public Programs,,07/19/2019 08:30:00 PM,Staten Island,Park,Midland Field,Shazam! (2019),Community Based Event,Mobile Unit,M.U.T.S,65,General Public
Recreation,Rockaway Administrator,07/19/2019 08:45:00 PM,Queens,Park,Broad Channel Park,Jurassic World: Fallen Kingdom,Community Based Event,Mobile Unit,M.U.T.S,40,General Public
Recreation,Councilman Brannan,07/20/2019 12:00:00 AM,Brooklyn,Park,Dyker Beach Park,Aquaman(2018),Community Based Event,Mobile Unit,M.U.T.S,306,General Public
Recreation,,07/20/2019 12:00:00 AM,Brooklyn,Park,Shore Road Park,First Man (2018),Community Based Event,Mobile Unit,M.U.T.S,15,General Public
Urban Park Rangers,Green Thumb,07/20/2019 10:00:00 AM,Brooklyn,Other,Herbal Garden of East New York,Opening Garden Day,Community Based Event,Nature,,0,General Public
Recreation,HCCI,07/20/2019 10:00:00 AM,Manhattan,Park,Jackie Robinson Park,Play Mobile,Community Based Event,Mobile Unit,Play,50,Tot;#Children;#Teens
Recreation,Bike New York,07/20/2019 11:00:00 AM,Queens,Park,Juniper Valley Park,Learn To Ride,Community Based Event,Performance,Play,47,Teens;#Children
Recreation,NY Presbyterian,07/20/2019 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Family Wellness Day,Open House,Fitness,Fitness,10,Children;#Tot;#Adults;#Teens;#Young Adult
Recreation,,07/20/2019 12:00:00 PM,Bronx,Other,160th Street betwn Melrose and Elton Aves.,We Are Melrose,Community Based Event,Mobile Unit,Play,15,General Public
Recreation,Queensboro Dance Festival,07/20/2019 02:00:00 PM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Queensboro Dance Festival,Agency Produced Event,Arts/Culture,AC&F,60,General Public
Recreation,,07/20/2019 04:00:00 PM,Queens,Pool,Fisher Pool,Dance Fitness,Agency Produced Event,Fitness,Cool Pools,7,Adults;#Seniors
Recreation,,07/20/2019 07:00:00 PM,Manhattan,Park,Tompkins Square Park,MUTS: How to Train Your Dragon 2: The Hidden World,Community Based Event,Mobile Unit,M.U.T.S,249,Children;#Young Adult;#General Public
Public Programs,,07/20/2019 07:00:00 PM,Staten Island,Recreation Center,Greenbelt Recreation Center,Guardians of the Galaxy Vol. 2 (2017),Community Based Event,Mobile Unit,M.U.T.S,0,General Public
Recreation,,07/20/2019 08:30:00 PM,Bronx,Park,Harris Park,Nancy Drew,Community Based Event,Mobile Unit,M.U.T.S,30,Young Adult;#Adults;#Teens;#Adaptive;#Seniors
Recreation,,07/20/2019 08:45:00 PM,Queens,Playground,East Elmhurst Playground,Dumbo,Community Based Event,Mobile Unit,M.U.T.S,50,General Public
Recreation,Councilman Duetsch,07/21/2019 12:00:00 AM,Brooklyn,Park,Kelly Park,Wonder Park((2019),Community Based Event,Mobile Unit,M.U.T.S,232,General Public
Recreation,Borough President Melinda Katz,07/21/2019 05:00:00 PM,Queens,Park,Springfield Park,Katz Conccert Series,Agency Produced Event,Performance,Music,225,Young Adult;#Adults;#Teens;#Children
Recreation,,07/21/2019 06:15:00 PM,Manhattan,Pool,Dry Dock,Body Conditioning,Agency Produced Event,Fitness,Cool Pools,2,Adults;#Seniors
Recreation,,07/21/2019 08:45:00 PM,Queens,Park,Elmhurst Park,Bumblebee,Community Based Event,Mobile Unit,M.U.T.S,40,General Public
Urban Park Rangers,,07/22/2019 10:15:00 AM,Queens,Pool,Fisher Pool,Games with Cool Pools,Agency Produced Event,Nature,Cool Pools,20,General Public
Urban Park Rangers,,07/22/2019 10:30:00 AM,Brooklyn,Pool,Commodore barry,Cool Pools,Agency Produced Event,Nature,Cool Pools,33,General Public
Urban Park Rangers,,07/22/2019 10:50:00 AM,Staten Island,Pool,West Brighton,Insects Around Us,Agency Produced Event,Nature,Cool Pools,15,General Public
Recreation,,07/22/2019 06:00:00 PM,Staten Island,Pool,Tottenville,Shape Up NYC - Yoga,Agency Produced Event,Fitness,Cool Pools,0,Adults
Recreation,,07/23/2019 09:00:00 AM,Bronx,Park,Van Cortlandt Park,Harmony Day,Community Based Event,Mobile Unit,Play,600,General Public
Urban Park Rangers,,07/23/2019 10:15:00 AM,Manhattan,Pool,Dry Dock,Let's Go Fishing,Agency Produced Event,Nature,Cool Pools,4,General Public
Public Programs,,07/23/2019 08:30:00 PM,Staten Island,Park,Clove Lakes Park,Crazy Rich Asians (2018),Community Based Event,Mobile Unit,M.U.T.S,45,General Public
Recreation,,07/24/2019 12:00:00 AM,Brooklyn,Park,Cooper Park,Shazam!(2019),Community Based Event,Mobile Unit,M.U.T.S,217,General Public
Recreation,,07/24/2019 12:00:00 AM,Brooklyn,Park,Saratoga Park,Teen Titans Go! To the Movie (2018),Community Based Event,Mobile Unit,M.U.T.S,100,General Public
Recreation,Harlem Mothers S.A.V.E,07/24/2019 10:00:00 AM,Manhattan,Other,Fred Samuel Playground,Annual 128th Street Play Street,Community Based Event,Mobile Unit,Play,30,Children
Urban Park Rangers,General Public,07/24/2019 10:30:00 AM,Bronx,Pool,Claremont,Fishing For Facts,Agency Produced Event,Nature,Cool Pools,10,Children;#Young Adult;#Adults;#Teens
Public Programs,Playmobile Diana Villarreal,07/24/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,cool pools,Agency Produced Event,Mobile Unit,Play,75,General Public
