Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Attendance,Audience
Recreation,Metropolitan Weightlifting Competition,06/01/2019 09:00:00 AM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,Lost Battalion Hall Weightlifting Classic,Local Event,Fitness,Fitness,170,General Public
Recreation,,06/01/2019 11:00:00 AM,Bronx,Park,Mullaly Park,Outdoors for Autism,Local Event,Mobile Unit,Play,80,General Public
Urban Park Rangers,Greenbelt Conservancy,06/01/2019 11:00:00 AM,Staten Island,Park,Willowbrook Park,Outdoor Adventure Day,Agency Produced Event,Family Festival,,120,General Public
Recreation,Council Member Keith Powers,06/01/2019 12:00:00 PM,Manhattan,Park,St. Vartan Park,Family Fun Day,Agency Produced Event,Family Festival,,1150,General Public;#Children;#Tot;#Teens
Urban Park Rangers,Go Green Brooklyn,06/01/2019 12:00:00 PM,Brooklyn,Park,McCarren Park,Go Green Brooklyn,Community Based Event,Family Festival,,350,General Public
Recreation,Council Member Adrienne Adams,06/01/2019 01:00:00 PM,Queens,Park,Baisley Park Extension,District 28 Day,Local Event,Family Festival,Play,190,General Public
Recreation,MOME,06/01/2019 01:00:00 PM,Queens,Park,MacDonald Park,Family Fun and Music,Community Based Event,Performance,Music,425,General Public
Recreation,Harlem Dance Club,06/01/2019 01:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Afro-Dance New York,Local Event,Arts/Culture,Dance,55,General Public
Recreation,Jazz Foundation,06/01/2019 05:00:00 PM,Manhattan,Recreation Center,Jackie Robinson Recreation Center,AC&F Jazz Concert Series with Eddie Allen,Agency Produced Event,Arts/Culture,AC&F,125,General Public
Recreation,Council Member Kallos,06/01/2019 06:30:00 PM,Manhattan,Park,Carl Schurz Park,Movies Under the Stars: Mary Poppins Returns,Community Based Event,Mobile Unit,M.U.T.S,325,General Public;#Adults;#Young Adult;#Children
Recreation,,06/01/2019 08:00:00 PM,Bronx,Park,St. James Park,Movies Under the Stars,Community Based Event,Mobile Unit,M.U.T.S,60,General Public
Recreation,,06/01/2019 08:30:00 PM,Staten Island,Park,Willowbrook Park,Iron Man (2008),Community Based Event,Mobile Unit,M.U.T.S,75,General Public
Recreation,Councilman Brannan,06/01/2019 08:30:00 PM,Brooklyn,Park,McKinley Park,Mary Poppins,Community Based Event,Mobile Unit,M.U.T.S,200,Tot;#Children;#Young Adult;#Teens;#Adults;#General Public;#Adaptive;#Seniors
Recreation,Public School 129,06/03/2019 11:00:00 AM,Queens,School,"Public School 129  Poppenhusen Ave, College Point 11356",2nd Grade School Fair,Community Based Event,Mobile Unit,Play,83,Children
Recreation,,06/03/2019 06:00:00 PM,Manhattan,Recreation Center,Alfred E. Smith Recreation Center,Alfred E. Smith 2019 Badminton Doubles Tournament,Tournament/Competition,Sport,Tier 3,30,Adults
Recreation,CM Kozlowitz,06/03/2019 08:30:00 PM,Queens,Playground,Russell Sage Playground,Ralph Breaks the Internet,Community Based Event,Mobile Unit,M.U.T.S,160,General Public
Urban Park Rangers,Forest Park,06/04/2019 11:00:00 AM,Queens,Park,Highland Park Children's Garden,Kids Day at the Garden,Community Based Event,Family Festival,,70,Tot;#Children;#Young Adult
Recreation,Council Member Rosenthal,06/04/2019 07:00:00 PM,Manhattan,Playground,Samuel N. Bennerson 2nd Playground,Movie: Fantastic Beasts: The Crimes of Grindlewald,Community Based Event,Mobile Unit,M.U.T.S,246,Adults;#Teens;#Young Adult;#General Public
Recreation,,06/05/2019 11:00:00 AM,Bronx,Playground,Watson Gleason Playground,PS 196 Event,Local Event,Mobile Unit,Play,150,General Public
Recreation,,06/05/2019 06:30:00 PM,Manhattan,Recreation Center,Recreation Center 54,Daughter and Father Cotillion,Agency Produced Event,Family Festival,,48,Children;#Young Adult;#Teens;#Adults
Recreation,,06/06/2019 10:00:00 AM,Bronx,Park,Poe Park,Youth Arts Festival,Agency Produced Event,Mobile Unit,Play,84,General Public
Urban Park Rangers,Brooklyn Sunset Park Recreation,06/06/2019 11:00:00 AM,Brooklyn,Park,Sunset Park,Sunset Park Family Day,Agency Produced Event,Family Festival,Dance,250,General Public
Recreation,Council Member Daneek Miller,06/06/2019 12:00:00 PM,Queens,Playground,Skating Day at Daniel Oâ€™Connell,Skating Day at Daniel Oâ€™Connell,Local Event,Family Festival,Play,200,General Public
Recreation,Jazz Foundation,06/06/2019 06:00:00 PM,Manhattan,Park,Marcus Garvey Park,Jazz Concert,Community Based Event,Arts/Culture,AC&F,350,General Public
Recreation,Council Member Levine,06/06/2019 07:00:00 PM,Manhattan,Park,Carmansville Park,Movie: Green Book,Community Based Event,Mobile Unit,M.U.T.S,290,General Public;#Teens;#Adults
Recreation,,06/06/2019 07:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,The Pelham's Got Talent,Agency Produced Event,Performance,Music,9,General Public
Recreation,Councilman Brannan,06/07/2019 12:00:00 AM,Brooklyn,Park,Dyker Beach Park,Moana(2016),Community Based Event,Mobile Unit,M.U.T.S,168,General Public
Urban Park Rangers,,06/07/2019 11:00:00 AM,Bronx,Playground,Saw Mill Playground,,Agency Produced Event,Nature,,30,Children
Recreation,,06/07/2019 11:00:00 AM,Bronx,Playground,Saw Mill Playground,Saw Mill Playground Ribbon Cutting,Agency Produced Event,Mobile Unit,Play,30,General Public
Recreation,Public School 134Q,06/07/2019 11:00:00 AM,Queens,School,203-06 109th avenue,Public School Street Fair,Community Based Event,Mobile Unit,Play,122,Children;#Adaptive
Recreation,,06/07/2019 05:30:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Sounds of Disco,Local Event,Fitness,Dance,25,Tot;#Adults;#Teens;#Children;#Young Adult;#Adaptive;#Seniors;#General Public
Recreation,Jazz Foundation of America,06/07/2019 06:30:00 PM,Brooklyn,Recreation Center,Sunset Park Recreation Center,Latin Jazz Concert,Community Based Event,Family Festival,Music,625,General Public
Recreation,Musuem of Chinese in America,06/07/2019 07:00:00 PM,Manhattan,Park,Columbus Park,Movie: Kung Fu Panda,Community Based Event,Mobile Unit,M.U.T.S,325,Children;#Young Adult;#General Public
Recreation,,06/07/2019 08:00:00 PM,Bronx,Park,Henry Hudson Park,Avengers: Infinity War (2018),Community Based Event,Mobile Unit,M.U.T.S,30,General Public
Recreation,CM Koo,06/07/2019 08:30:00 PM,Queens,Playground,Colden Playground,How to Train Your Dragon: The Hidden World,Community Based Event,Mobile Unit,M.U.T.S,300,General Public
Recreation,International Heritage Puerto Rican Film Festival,06/07/2019 08:30:00 PM,Brooklyn,Park,Sunset Park,Vote For Me,Community Based Event,Mobile Unit,M.U.T.S,500,Young Adult;#Adults;#Teens;#Seniors
Recreation,Cherry Orchard Festival,06/07/2019 08:30:00 PM,Staten Island,Park,Wolfe's Pond Park,Anna Karenina: Vronsky's Story (2017),Community Based Event,Mobile Unit,M.U.T.S,125,General Public
Recreation,,06/08/2019 09:00:00 AM,Queens,Park,Roy Wilkins Park,Queens Recreation Pickleball Tournament,Tournament/Competition,Sport,Tier 3,100,Seniors;#Adults
Recreation,Community Board 3,06/08/2019 10:00:00 AM,Queens,Park,Junction Playground,Community Board 3 Health Fair,Community Based Event,Mobile Unit,Play,75,General Public
Recreation,,06/08/2019 11:00:00 AM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,"Live, Laugh, Love Fitness Expo",Agency Produced Event,Fitness,Fitness,166,General Public;#Adults;#Young Adult;#Seniors
Recreation,,06/08/2019 11:00:00 AM,Bronx,School,"4550 Carpenter Avenue, Bronx NY 10470",PS 16 Event,Community Based Event,Mobile Unit,Play,50,Children
Recreation,,06/08/2019 11:00:00 AM,Manhattan,Recreation Center,Highbridge Recreation Center,Teen Fitness Day,Agency Produced Event,Fitness,Fitness,5,Teens
Recreation,Village Alliance District Management Association,06/08/2019 12:00:00 PM,Manhattan,Other,W. 8th St. & 6th Ave.,Play Mobile,Community Based Event,Mobile Unit,Play,500,Children;#Tot;#Teens
Recreation,Skaterobics,06/08/2019 12:00:00 PM,Brooklyn,Playground,Harry Maze Playground,Community Skate,Community Based Event,Arts/Culture,Dance,75,Children;#Young Adult;#Adults;#Teens;#Seniors;#Adaptive;#General Public
Recreation,Council Member Rory Lancman,06/08/2019 01:00:00 PM,Queens,Playground,Utopia Playground,Fresh Meadows Family Day,Local Event,Family Festival,Play,350,General Public
Recreation,Council Member Ben Kallos,06/08/2019 01:00:00 PM,Manhattan,Park,John Jay Park,Family Day,Agency Produced Event,Family Festival,,778,General Public;#Tot;#Children
Recreation,Council Member Ben Kallos,06/08/2019 01:00:00 PM,Manhattan,Park,Ruppert Park,Jazz Concert: Blue Dahlia,Community Based Event,Arts/Culture,AC&F,212,General Public
Recreation,Harlem Dance Society,06/08/2019 01:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Harlem Dance Club Workshop,Local Event,Arts/Culture,Dance,60,Adults;#Teens;#Young Adult;#General Public
Recreation,Queensboro Dance Festival,06/08/2019 06:00:00 PM,Queens,Park,Beach 17th Street,Queensboro Dance Festival,Open House,Arts/Culture,AC&F,250,General Public
Recreation,,06/08/2019 08:00:00 PM,Bronx,Playground,Lozada Playground,Bumblebee,Community Based Event,Mobile Unit,M.U.T.S,60,General Public
Recreation,Council Member Diana Ayala,06/08/2019 08:00:00 PM,Manhattan,Playground,Wagner Playground,Movie: Infinity War,Community Based Event,Mobile Unit,M.U.T.S,281,Teens;#Adults;#Young Adult;#General Public
Recreation,,06/08/2019 08:30:00 PM,Staten Island,Park,Great Kills Park,Iron Man 2 (2010),Community Based Event,Mobile Unit,M.U.T.S,70,General Public
Recreation,"CM Dromm, Jackson Heights Beautification Group",06/08/2019 08:30:00 PM,Queens,Park,Travers Park,The LEGO Movie 2: The Second Part,Community Based Event,Mobile Unit,M.U.T.S,300,General Public
Recreation,Councilman Brannan,06/08/2019 08:30:00 PM,Brooklyn,Park,John Paul Jones Park,Saturday Night Fever,Community Based Event,Mobile Unit,M.U.T.S,225,Young Adult;#Adults;#Teens;#Seniors;#General Public
Recreation,,06/09/2019 12:00:00 AM,Brooklyn,Park,Bushwick Inlet Park,Bohemian Rhapsody(2018),Community Based Event,Mobile Unit,M.U.T.S,302,General Public
Recreation,,06/09/2019 12:00:00 AM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Hockey Tournament,Tournament/Competition,Sport,Tier 1,16,Adults;#Teens;#Children
Recreation,The Points Team Youth Program,06/09/2019 10:00:00 AM,Manhattan,Other,Harriet Tubman School Yard,Play Mobile,Community Based Event,Mobile Unit,Play,50,Teens;#Children;#Tot
Recreation,"Council Member Rory Lancman, Briarwood Community Association and Archbishop Molloy High School",06/09/2019 01:00:00 PM,Queens,Playground,Hoover Manton Playground,Briarwood Family Day,Community Based Event,Family Festival,Play,1000,General Public
Recreation,MOME,06/09/2019 03:00:00 PM,Queens,Park,St. Albans Park,New York Music Month Concert Series-Reggae,Community Based Event,Performance,Music,175,General Public
Recreation,,06/10/2019 08:00:00 PM,Bronx,Playground,Van Cortlandt Park-Sachkerah Playground,Green Book (2018),Community Based Event,Mobile Unit,M.U.T.S,20,General Public
Recreation,,06/11/2019 11:00:00 AM,Manhattan,Park,John Jay Park,Learn to Ride,Community Based Event,Fitness,,35,Children;#Young Adult;#Teens
Recreation,Council Member Rosenthal,06/11/2019 07:00:00 PM,Manhattan,Playground,Playground Eighty Nine LXXXIX,MUTS: Green Book,Community Based Event,Mobile Unit,M.U.T.S,233,General Public
Urban Park Rangers,PS 196,06/12/2019 09:00:00 AM,Brooklyn,School,PS 196,Career Day,Community Based Event,Nature,Lecture/Panel/Talk,80,Children
Urban Park Rangers,National Park Service,06/12/2019 10:00:00 AM,Brooklyn,Park,Canarsie Park,Seining,Agency Produced Event,Nature,Aquatics,10,Adults
Recreation,Partnership for Parks,06/12/2019 03:00:00 PM,Manhattan,Playground,Playground 103 CIII,Play Mobile,Community Based Event,Mobile Unit,Play,50,Children;#Tot;#Teens
Recreation,Council Member Ayala,06/12/2019 07:00:00 PM,Manhattan,Playground,Poor Richard's Playground,MUTS: Ant Man and the Wasp,Community Based Event,Mobile Unit,M.U.T.S,183,General Public
Recreation,,06/12/2019 07:00:00 PM,Manhattan,Park,Marcus Garvey Park,MUTS Drumline,Community Based Event,Mobile Unit,M.U.T.S,85,General Public
Recreation,ABFF,06/12/2019 08:30:00 PM,Brooklyn,Playground,Crispus Attucks Playground,Web Series Wednesdays,Community Based Event,Mobile Unit,M.U.T.S,100,General Public
Recreation,MUTS,06/13/2019 08:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Pride Movie Series: Too Wong Fu,Community Based Event,Arts/Culture,M.U.T.S,55,Young Adult;#Adults;#Seniors;#General Public
Recreation,,06/14/2019 12:00:00 AM,Queens,Recreation Center,Al Oerter Recreation Center,Make Your Mark: Art Workshop Series,Agency Produced Event,Arts/Culture,AC&F,38,General Public
Recreation,,06/14/2019 08:30:00 AM,Manhattan,Recreation Center,Recreation Center 54,Father's Day Intergenerational Basketball Game,Tournament/Competition,Sport,Tier 1,25,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public
Recreation,,06/14/2019 10:30:00 AM,Manhattan,Other,123rd St. & Morningside Ave.,Play Mobile,Community Based Event,Mobile Unit,Play,150,Tot;#Children;#Teens
Recreation,,06/14/2019 04:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Father's Day Game Night,Local Event,Sport,Play,20,Young Adult;#Adults;#Seniors
Recreation,,06/14/2019 04:00:00 PM,Queens,Playground,Broad Channel Playground,Flag Day,Local Event,Family Festival,Play,250,General Public
Recreation,,06/14/2019 04:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Asser Levy Recreation Center Painting Art Exhibition,Community Based Event,Arts/Culture,,120,Children;#Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public
Recreation,,06/14/2019 06:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,Chess Tournament,Tournament/Competition,Sport,,0,Seniors;#Adults
Recreation,,06/14/2019 06:00:00 PM,Manhattan,Recreation Center,Highbridge Recreation Center,OFF THE HOOK Open House,Open House,Fitness,Fitness,8,Adults
Recreation,,06/14/2019 06:00:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,AC&F Jazz: Ed Cherry Trio,Agency Produced Event,Performance,AC&F,250,General Public
Recreation,"Councilman Justin Branan, Sound Off",06/14/2019 07:00:00 PM,Brooklyn,Other,American Veterans Memorial Pier,Silent Disco,Community Based Event,Arts/Culture,Music,600,General Public
Recreation,Museum of Chinese Americans,06/14/2019 07:00:00 PM,Manhattan,Park,Columbus Park,MUTS The Professor,Community Based Event,Mobile Unit,M.U.T.S,162,General Public
Recreation,,06/14/2019 08:00:00 PM,Bronx,Park,Pelham Parkway,Fantastic Beast: Crimes of Grindelwald,Community Based Event,Mobile Unit,M.U.T.S,50,General Public
Recreation,,06/14/2019 08:00:00 PM,Bronx,Park,Joyce Kilmer Park,Ant Man & the Wasp,Community Based Event,Mobile Unit,M.U.T.S,30,General Public
Recreation,"Jackson Heights Beautification Group, CM Dromm",06/14/2019 08:30:00 PM,Queens,Playground,Playground Ninety,How to Train Your Dragon: The Hidden World,Community Based Event,Mobile Unit,M.U.T.S,130,General Public
Recreation,,06/14/2019 08:30:00 PM,Staten Island,Park,Clove Lakes Park,Mamma Mia: Here We Go Again (2018),Community Based Event,Mobile Unit,M.U.T.S,60,General Public
Recreation,,06/15/2019 12:00:00 AM,Bronx,Park,Poe Park,Hip Hop Family Day,Agency Produced Event,Mobile Unit,Play,202,General Public
Recreation,Partnership for Parks,06/15/2019 11:00:00 AM,Queens,Park,Astoria Heights Playground,,Community Based Event,Mobile Unit,Play,75,General Public
Urban Park Rangers,NYC Parks Central Recreation,06/15/2019 11:00:00 AM,Manhattan,Park,Central Park,Adventures NYC,Agency Produced Event,Sport,,5000,Children;#Young Adult;#Adults;#Teens
Recreation,,06/15/2019 11:00:00 AM,Manhattan,Recreation Center,Asser Levy Recreation Center,Family Field & Game Day,Agency Produced Event,Family Festival,Play,80,Children;#Young Adult;#Adults;#Teens;#General Public;#Seniors;#Adaptive
Recreation,NYPD,06/15/2019 11:00:00 AM,Manhattan,Other,130 Avenue C bet. 9th & 10th Ave.,Play Mobile,Community Based Event,Mobile Unit,Play,400,Children;#Tot;#Teens
Recreation,"Councilman Justin Branan, Skaterobics",06/15/2019 12:00:00 PM,Brooklyn,Park,Shore Park and Parkway,Community Skate,Community Based Event,Sport,Play,160,General Public
Recreation,Harlem Dance Club,06/15/2019 01:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Harlem Dance Club Workshop,Local Event,Arts/Culture,Dance,155,General Public
Recreation,,06/15/2019 05:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Tonight We Dance: Jazz & Swing,Agency Produced Event,Arts/Culture,AC&F,750,General Public
Recreation,MOME,06/15/2019 07:00:00 PM,Queens,Park,Gorman Park,New York Music Month Concert Series Latin Music-Orquesta Afinke,Community Based Event,Performance,Music,350,General Public
Recreation,Council Memeber Rosenthal,06/15/2019 07:00:00 PM,Manhattan,Playground,Playground Eighty Nine LXXXIX,MUTS A Dog's Way Home,Community Based Event,Mobile Unit,M.U.T.S,274,General Public;#Children
Recreation,,06/15/2019 08:00:00 PM,Bronx,Playground,Playground 52 LII,Spider-Man: Into the Spider-Verse,Community Based Event,Mobile Unit,M.U.T.S,95,General Public
Recreation,CM Kozlowitz,06/15/2019 08:30:00 PM,Queens,Playground,Ehrenreich-Austin Playground,Spider-Man: Into the Spiderverse,Community Based Event,Mobile Unit,M.U.T.S,130,General Public
Recreation,,06/15/2019 08:30:00 PM,Staten Island,Park,Von Briesen Park,Mary Poppins (2018),Community Based Event,Mobile Unit,M.U.T.S,40,General Public
Recreation,,06/15/2019 08:30:00 PM,Staten Island,Park,Conference House Park,Thor (2011),Community Based Event,Mobile Unit,M.U.T.S,75,General Public
Recreation,,06/18/2019 10:00:00 AM,Bronx,Park,Melrose Commons Park,Melrose Commons Parks Ribbon Cutting,Agency Produced Event,Mobile Unit,Play,35,General Public
Recreation,,06/18/2019 08:00:00 PM,Bronx,Park,Williamsbridge Oval Park,Avengers: Infinity War,Community Based Event,Mobile Unit,M.U.T.S,0,General Public
Urban Park Rangers,Office of Commissioner of Iris Rodriguez Rosa,06/19/2019 12:00:00 AM,Bronx,Playground,Hunts Point Playground,Hunts Point Playground Ribbon Cutting,Community Based Event,Nature,,30,Children
Recreation,,06/19/2019 12:00:00 PM,Bronx,Playground,Hunts Point Playground,Hunts Point Playground Ribbon Cutting,Agency Produced Event,Mobile Unit,Play,40,General Public
Recreation,,06/19/2019 05:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,"The ""Let It Out"" Vogue Fest",Agency Produced Event,Fitness,Dance,45,General Public
Recreation,MUTS,06/19/2019 08:30:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,Pride Movie Series: A Star Is Born,Community Based Event,Arts/Culture,M.U.T.S,61,Young Adult;#Adults;#Adaptive;#Seniors;#General Public
Recreation,,06/20/2019 06:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Mother's Day Tea Social,Agency Produced Event,Family Festival,,15,General Public
Recreation,,06/20/2019 08:15:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,"Pride Movie Series: The Adventures of Priscilla, Queen of the Desert",Community Based Event,Arts/Culture,,23,Young Adult;#Adults;#Teens;#General Public;#Seniors;#Adaptive
Recreation,,06/21/2019 11:00:00 AM,Manhattan,Recreation Center,Chelsea Recreation Center,Senior Social,Agency Produced Event,Fitness,Dance,34,Seniors
Recreation,,06/21/2019 05:30:00 PM,Manhattan,Recreation Center,J. Hood Wright Recreation Center,Latin Dance Night,Local Event,Fitness,Dance,80,Children;#Young Adult;#Adults;#Teens;#Seniors;#General Public;#Tot
Recreation,,06/21/2019 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired By: Frida Kahlo,Agency Produced Event,Arts/Culture,,19,Young Adult;#Adults
Recreation,"Make Music NY, ACF",06/21/2019 07:00:00 PM,Brooklyn,Park,McCarren Park,Summer Solstice,Community Based Event,Arts/Culture,Music,100,General Public
Recreation,Museum of Chinese in America,06/21/2019 07:00:00 PM,Manhattan,Park,Columbus Park,MUTS: The Joy Luck Club,Community Based Event,Mobile Unit,M.U.T.S,475,General Public
Recreation,,06/21/2019 08:00:00 PM,Bronx,Playground,Melrose Playground,Spider-Man: Into the Spider-Verse,Community Based Event,Mobile Unit,M.U.T.S,110,General Public
Recreation,,06/21/2019 08:00:00 PM,Bronx,Park,Soundview Park,Spider-Man:Into the Spider-Verse,Community Based Event,Mobile Unit,M.U.T.S,45,General Public
Recreation,CM Vallone/NEQ Admin,06/21/2019 08:30:00 PM,Queens,Park,Flushing Fields,Black Panther,Community Based Event,Mobile Unit,M.U.T.S,150,General Public
Recreation,,06/21/2019 08:30:00 PM,Staten Island,Park,Willowbrook Park,Aquaman (2018),Community Based Event,Mobile Unit,M.U.T.S,75,General Public
Recreation,,06/22/2019 12:00:00 AM,Brooklyn,Playground,Harry Maze Playground,Ralph Breaks the Internet(2018),Community Based Event,Mobile Unit,M.U.T.S,76,General Public
Recreation,,06/22/2019 09:00:00 AM,Manhattan,Recreation Center,Chelsea Recreation Center,Family Fit Soca Dance,Community Based Event,Fitness,Dance,28,Adults;#Young Adult;#Seniors;#General Public
Recreation,Friends of Beach 59th Street,06/22/2019 11:00:00 AM,Queens,Playground,Beach 59th St Playground,fabulous fitness,Community Based Event,Mobile Unit,Play,66,General Public
Recreation,NYPD,06/22/2019 12:00:00 PM,Manhattan,Other,W. 126th St. & 1st Ave.,Play Mobile,Community Based Event,Mobile Unit,Play,500,Teens;#Children;#Tot
Recreation,,06/22/2019 12:30:00 PM,Bronx,Park,Williamsbridge Oval Park,Family Fitness Festival,Agency Produced Event,Mobile Unit,Play,100,General Public
Recreation,MOME,06/22/2019 01:00:00 PM,Queens,Park,Macneil Park,New York Music Month Concert Series-History of Rock and Roll,Community Based Event,Performance,Music,175,General Public
Recreation,Harlem Dance Club,06/22/2019 01:00:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Harlem Dance Club Workshop,Local Event,Arts/Culture,Dance,65,General Public
Recreation,Council Member Ayala,06/22/2019 07:00:00 PM,Manhattan,Park,Thomas Jefferson Park,MUTS: Aquaman,Community Based Event,Mobile Unit,M.U.T.S,220,General Public
Recreation,Council Member Johnson,06/22/2019 07:00:00 PM,Manhattan,Playground,Corporal John A. Seravalli Playground,MUTS: Mary Poppins Returns,Community Based Event,Mobile Unit,M.U.T.S,391,General Public
Recreation,,06/22/2019 08:00:00 PM,Bronx,Park,Van Cortlandt Park,Creed 2,Community Based Event,Mobile Unit,M.U.T.S,190,General Public
Recreation,CM Constantinides,06/22/2019 08:30:00 PM,Queens,Park,Astoria Heights Park,Ralph Breaks the Internet,Community Based Event,Mobile Unit,M.U.T.S,200,General Public
Recreation,,06/22/2019 08:30:00 PM,Staten Island,Park,CPL. Thompson Park,Captain America: The First Avenger (2011),Community Based Event,Mobile Unit,M.U.T.S,45,General Public
Recreation,Council Member Rory Lancman,06/23/2019 12:00:00 PM,Queens,Playground,Playground 75,Family Day at Playground 75,Local Event,Family Festival,Play,300,General Public
Recreation,Harlem One Stop,06/23/2019 12:00:00 PM,Manhattan,Other,139th St. & Amsterdam Ave.,Play Mobile,Community Based Event,Mobile Unit,Play,600,Tot;#Children;#Adults
Recreation,,06/23/2019 01:00:00 PM,Queens,Park,Beach 17th Street,Wizard of Oz Play,Community Based Event,Mobile Unit,Play,81,General Public
Recreation,Plaza Theatrical,06/23/2019 04:00:00 PM,Queens,Park,Beach 17th Street,Wizard of Oz at Beach 17,Agency Produced Event,Performance,Music,120,General Public
Recreation,Councilman Justin Branan,06/23/2019 08:30:00 PM,Brooklyn,Park,Owl's Head Park,ET,Community Based Event,Mobile Unit,M.U.T.S,300,General Public
Recreation,Public School 256 Queens,06/24/2019 11:00:00 AM,Queens,School,160 Beach 29th street,Public School 256 Field Day,Community Based Event,Mobile Unit,Play,48,Children;#Adults
Recreation,Brooklyn Play Mobile,06/25/2019 11:00:00 AM,Brooklyn,School,Playground,End of School Celebration,Local Event,Mobile Unit,Play,85,Children;#Young Adult
Recreation,,06/25/2019 11:30:00 AM,Manhattan,Recreation Center,Recreation Center 54,Totally Tots Moving Up Ceremony,Agency Produced Event,Performance,,62,Children;#Adults;#Young Adult;#Teens;#Tot;#Seniors
Recreation,NYCDOE,06/25/2019 01:00:00 PM,Queens,School,109-20 Union Hall Street,PS 40 Field Day,Community Based Event,Mobile Unit,Play,38,Children;#Adults
Recreation,Council Member Kallos,06/25/2019 07:00:00 PM,Manhattan,Park,St. Catherine's Park,MUTS: The Last Jedi,Community Based Event,Mobile Unit,M.U.T.S,195,General Public
Recreation,,06/25/2019 08:00:00 PM,Bronx,Park,Williamsbridge Oval Park,Avengers: Infinity Wars,Community Based Event,Mobile Unit,M.U.T.S,93,General Public
Recreation,Brooklyn Play Mobile,06/26/2019 10:00:00 AM,Brooklyn,Park,Betsey Head Park,Morris Kopplman Early Childhood Center's Fun Day,Community Based Event,Mobile Unit,Play,70,Tot;#Children
Recreation,Council Member Donovan Richards,06/26/2019 12:00:00 PM,Queens,Playground,Beach Channel Drive,Schools Out Festival,Local Event,Family Festival,,250,General Public
Urban Park Rangers,Bayside Historical Society,06/26/2019 05:00:00 PM,Queens,Park,Fort Totten Park,Independence Day Celebration at Fort Totten Park,Community Based Event,Family Festival,,800,General Public
Recreation,Bayside Historical Society,06/26/2019 06:00:00 PM,Queens,Park,Fort Totten,Fire Works at Fort Totten,Local Event,Family Festival,,700,General Public
Recreation,,06/26/2019 06:00:00 PM,Manhattan,Recreation Center,Gertrude Ederle Recreation Center,Art Inspired By: Constructivism,Agency Produced Event,Arts/Culture,,26,General Public
Recreation,ShapeUp NYC,06/26/2019 07:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,NYC Parks Pride Ride 2019,Agency Produced Event,Fitness,Fitness,39,Young Adult;#Adults;#General Public
Recreation,PBS,06/26/2019 07:00:00 PM,Manhattan,Park,Washington Square Park,MUTS: Stonewall,Community Based Event,Mobile Unit,M.U.T.S,2100,General Public
Recreation,,06/26/2019 08:00:00 PM,Bronx,Park,Henry Hudson Park,Lego Movie: The Second Part,Community Based Event,Mobile Unit,M.U.T.S,15,General Public
Recreation,CM Kozlowitz,06/26/2019 08:30:00 PM,Queens,Park,Yellowstone Park,Small Foot,Community Based Event,Mobile Unit,M.U.T.S,175,General Public
Recreation,NYC Cool Pools,06/27/2019 09:00:00 AM,Manhattan,Pool,Wagner,Play Mobile,Community Based Event,Mobile Unit,Cool Pools,250,Children;#Tot;#Teens
Urban Park Rangers,,06/27/2019 10:30:00 AM,Manhattan,Pool,Dry Dock,Buggin' Out!,Agency Produced Event,Nature,Cool Pools,75,General Public
Urban Park Rangers,,06/27/2019 10:30:00 AM,Brooklyn,Pool,Douglas and Degraw,Cool Pools,Agency Produced Event,Nature,Cool Pools,70,General Public
Urban Park Rangers,,06/27/2019 10:30:00 AM,Staten Island,Pool,West Brighton,Jaw Dropping Sharks,Agency Produced Event,Nature,Cool Pools,45,General Public
Urban Park Rangers,,06/27/2019 10:30:00 AM,Queens,Pool,Fisher Pool,Gone Fishin',Agency Produced Event,Nature,Cool Pools,76,General Public
Urban Park Rangers,,06/27/2019 10:30:00 AM,Bronx,Pool,Mapes,Trivia and Backyard Bass,Agency Produced Event,Nature,Cool Pools,120,General Public
